location,total_sqft,bath,balcony,BHK,price
sarjapur  road,1308.0,2.0,1.0,2.0,83.0
hebbal,2790.0,5.0,3.0,4.0,204.0
hormavu,1250.0,2.0,2.0,2.0,65.0
other,1135.0,2.0,2.0,2.0,32.91
other,700.0,1.0,2.0,2.0,35.0
whitefield,1314.0,2.0,1.0,2.0,84.0
cv raman nagar,1125.0,2.0,1.0,2.0,46.0
other,2400.0,2.0,1.0,2.0,160.0
gottigere,1230.0,2.0,2.0,3.0,52.0
panathur,1210.0,2.0,2.0,2.0,69.0
nagarbhavi,1225.0,2.0,3.0,2.0,58.0
bellandur,1281.0,2.0,2.0,2.0,87.0
other,1200.0,3.0,1.0,3.0,125.0
other,1340.0,2.0,2.0,2.0,55.7
mahadevpura,1260.0,2.0,3.0,2.0,57.6
raja rajeshwari nagar,1419.0,2.0,1.0,2.0,60.42
koramangala,1355.0,2.0,2.0,2.0,95.0
whitefield,2025.0,4.0,2.0,3.0,115.0
thigalarapalya,1418.0,2.0,2.0,2.0,105.0
kengeri,1082.0,2.0,1.0,3.0,49.0
dasarahalli,1150.0,2.0,0.0,2.0,70.0
other,1200.0,3.0,1.0,3.0,68.0
kengeri,540.0,1.0,1.0,1.0,22.5
other,1600.0,3.0,3.0,3.0,95.0
other,900.0,2.0,2.0,2.0,22.5
bisuvanahalli,1075.0,2.0,1.0,3.0,47.0
other,1086.0,2.0,1.0,2.0,47.5
other,1180.0,2.0,2.0,2.0,63.0
other,1161.0,2.0,2.0,2.0,36.69
badavala nagar,1494.0,2.0,2.0,3.0,94.55
other,3100.0,6.0,1.0,5.0,165.0
akshaya nagar,1690.0,3.0,2.0,3.0,85.0
yeshwanthpur,1144.0,2.0,2.0,2.0,67.0
other,2700.0,4.0,3.0,4.0,295.0
kanakpura road,900.0,2.0,1.0,2.0,46.0
kodigehaali,1324.0,3.0,2.0,3.0,65.0
raja rajeshwari nagar,3450.0,7.0,2.0,8.0,225.0
dodda nekkundi,1999.0,3.0,2.0,3.0,132.0
balagere,645.0,1.0,1.0,1.0,34.18
mysore road,1175.0,2.0,2.0,2.0,73.5
electronic city,1090.0,2.0,1.0,1.0,31.48
bommasandra,1000.0,2.0,1.0,2.0,35.0
other,850.0,2.0,1.0,2.0,33.0
begur,1580.0,3.0,2.0,3.0,75.0
hosa road,1470.0,2.0,2.0,3.0,84.22
other,700.0,1.0,1.0,1.0,25.5
other,1095.0,2.0,1.0,2.0,38.33
raja rajeshwari nagar,1295.0,2.0,1.0,2.0,55.47
mallasandra,1325.0,2.0,1.0,2.0,70.0
other,1100.0,2.0,1.0,2.0,60.0
sarjapur,1425.0,3.0,2.0,3.0,57.0
marathahalli,1220.0,2.0,1.0,2.0,57.0
other,2000.0,3.0,2.0,3.0,210.0
kasavanhalli,1121.0,2.0,2.0,2.0,75.0
other,760.0,2.0,1.0,2.0,37.49
other,960.0,2.0,1.0,2.0,33.0
6th phase jp nagar,1515.0,2.0,2.0,3.0,135.0
bisuvanahalli,1075.0,2.0,1.0,3.0,43.0
thanisandra,1265.0,2.0,2.0,2.0,85.0
other,2150.0,3.0,2.0,4.0,85.0
other,1100.0,2.0,2.0,2.0,47.0
other,1100.0,2.0,2.0,2.0,45.0
kothanur,1200.0,2.0,1.0,2.0,51.0
billekahalli,1112.0,2.0,2.0,2.0,62.0
chikka tirupathi,2704.0,5.0,0.0,4.0,105.0
harlur,1755.0,3.0,2.0,3.0,117.0
hebbal,1349.0,2.0,1.0,2.0,98.0
other,1475.0,3.0,3.0,3.0,75.0
hennur road,973.0,2.0,1.0,2.0,50.74
epip zone,1280.0,2.0,1.0,2.0,69.0
other,6652.0,6.0,1.0,4.0,660.0
akshaya nagar,1690.0,3.0,2.0,3.0,85.0
akshaya nagar,1410.0,2.0,2.0,3.0,75.0
other,1200.0,1.0,0.0,1.0,48.0
sonnenahalli,605.0,1.0,1.0,1.0,30.24
channasandra,1175.0,2.0,2.0,2.0,38.0
bannerghatta road,1200.0,2.0,2.0,2.0,78.0
mysore road,1070.0,2.0,1.0,2.0,45.0
jalahalli,1701.0,2.0,2.0,2.0,145.0
ardendale,1100.0,2.0,1.0,2.0,48.0
channasandra,3040.0,2.0,1.0,2.0,48.0
other,1250.0,2.0,3.0,2.0,75.0
other,1824.0,3.0,3.0,3.0,125.0
other,3197.0,5.0,2.0,4.0,335.0
doddathoguru,1783.0,3.0,3.0,3.0,85.0
uttarahalli,938.0,2.0,0.0,2.0,35.0
hennur,1075.0,2.0,1.0,2.0,52.0
tumkur road,1250.0,2.0,2.0,2.0,33.0
ardendale,1750.0,3.0,3.0,3.0,100.0
vijayanagar,1178.0,2.0,3.0,2.0,82.0
kaggadasapura,1045.0,2.0,2.0,2.0,55.0
whitefield,2140.0,3.0,2.0,3.0,139.0
padmanabhanagar,1150.0,2.0,0.0,2.0,50.0
ambedkar nagar,1424.0,2.0,2.0,2.0,90.0
8th phase jp nagar,1098.0,2.0,1.0,2.0,43.91
sarjapur  road,2425.0,5.0,1.0,4.0,201.0
gunjur,1190.0,2.0,2.0,2.0,40.0
other,1150.0,2.0,2.0,2.0,49.0
kr puram,1200.0,2.0,3.0,2.0,47.0
sarjapur  road,1691.0,3.0,2.0,3.0,93.01
hebbal,4225.0,6.0,0.0,4.0,359.0
other,1000.0,2.0,2.0,2.0,60.0
yelahanka,654.0,1.0,1.0,1.0,37.0
hennur road,1385.0,2.0,1.0,2.0,83.09
hebbal kempapura,1400.0,2.0,2.0,2.0,108.0
haralur road,1230.0,2.0,1.0,2.0,67.65
chandapura,1400.0,2.0,0.0,2.0,60.0
other,4446.0,3.0,2.0,3.0,410.0
somasundara palya,1185.0,2.0,3.0,2.0,70.0
doddakallasandra,1233.0,2.0,2.0,2.0,43.0
other,2400.0,3.0,1.0,3.0,250.0
chikkalasandra,1800.0,1.0,1.0,2.0,128.0
raja rajeshwari nagar,1095.0,2.0,2.0,2.0,38.33
epip zone,1500.0,3.0,3.0,3.0,102.0
marathahalli,1583.0,3.0,3.0,3.0,105.0
babusapalaya,1105.0,2.0,1.0,2.0,40.0
vidyaranyapura,1100.0,2.0,1.0,2.0,54.0
kothanur,9600.0,5.0,2.0,5.0,550.0
horamavu agara,1623.0,3.0,1.0,3.0,89.0
raja rajeshwari nagar,1095.0,2.0,1.0,2.0,38.33
hoodi,1430.0,2.0,2.0,2.0,113.0
horamavu agara,1080.0,2.0,1.0,2.0,38.0
other,1614.0,3.0,1.0,3.0,110.0
electronic city,1700.0,3.0,2.0,3.0,75.0
malleshwaram,1290.0,2.0,1.0,2.0,120.0
bannerghatta road,1365.0,3.0,1.0,3.0,76.18
sarjapur  road,710.0,1.0,1.0,1.0,27.0
begur road,1410.0,2.0,3.0,3.0,53.58
sarjapur  road,1711.0,3.0,1.0,3.0,110.0
kaikondrahalli,991.0,2.0,0.0,2.0,64.0
other,1200.0,3.0,0.0,3.0,85.0
hormavu,1385.0,2.0,2.0,3.0,69.0
bommasandra,902.0,2.0,2.0,2.0,49.0
other,1245.0,1.0,3.0,2.0,60.0
hebbal,1255.0,3.0,2.0,3.0,77.68
ananth nagar,1000.0,2.0,1.0,2.0,29.7
other,1760.0,3.0,3.0,3.0,176.0
akshaya nagar,1280.0,2.0,1.0,2.0,60.0
other,1000.0,2.0,2.0,2.0,48.0
kodigehaali,1442.0,3.0,2.0,3.0,80.0
kasavanhalli,1377.0,2.0,2.0,2.0,80.0
thanisandra,1847.0,3.0,2.0,3.0,123.0
sarjapur  road,675.0,1.0,1.0,1.0,27.0
other,1630.0,3.0,2.0,3.0,68.29
bisuvanahalli,1075.0,2.0,1.0,3.0,90.0
sarjapura - attibele road,1126.0,2.0,1.0,2.0,36.0
hulimavu,3035.0,5.0,3.0,3.0,220.0
thanisandra,1098.0,2.0,1.0,2.0,71.0
kothanur,1142.0,2.0,2.0,2.0,56.0
electronic city phase ii,630.0,1.0,1.0,1.0,28.35
other,1650.0,3.0,0.0,3.0,52.0
bhoganhalli,1181.7,2.0,1.0,2.0,100.0
kr puram,1290.0,2.0,1.0,2.0,49.02
arekere,600.0,1.0,1.0,1.0,28.0
kereguddadahalli,1000.0,2.0,1.0,2.0,34.0
rachenahalli,1530.0,2.0,2.0,3.0,74.4
basavangudi,1200.0,2.0,3.0,2.0,120.0
frazer town,1625.0,2.0,1.0,2.0,75.0
other,1050.0,2.0,1.0,2.0,49.5
whitefield,1800.0,4.0,3.0,4.0,178.0
bommanahalli,1091.0,2.0,1.0,2.0,40.0
chandapura,645.0,1.0,1.0,1.0,16.45
other,975.0,2.0,1.0,2.0,43.0
7th phase jp nagar,1575.0,2.0,2.0,3.0,110.0
hulimavu,1200.0,2.0,0.0,2.0,75.0
other,1200.0,4.0,2.0,3.0,80.0
panathur,1125.0,2.0,2.0,2.0,45.0
raja rajeshwari nagar,1757.0,3.0,3.0,3.0,98.0
other,1128.0,2.0,2.0,2.0,48.4
begur road,970.0,2.0,2.0,2.0,27.0
whitefield,750.0,2.0,1.0,2.0,52.7
sarjapur,633.0,1.0,1.0,1.0,17.09
uttarahalli,1180.0,2.0,1.0,2.0,41.3
bannerghatta road,905.0,2.0,1.0,2.0,65.0
other,1215.0,2.0,2.0,3.0,46.8
5th phase jp nagar,2500.0,8.0,3.0,7.0,95.0
hebbal,1200.0,2.0,1.0,2.0,52.0
other,1700.0,3.0,2.0,3.0,155.0
varthur road,1247.0,2.0,2.0,3.0,58.0
other,1865.0,4.0,2.0,3.0,140.0
electronic city phase ii,1155.0,2.0,1.0,2.0,57.0
kanakpura road,1698.0,2.0,1.0,2.0,105.0
hennur,1255.0,2.0,1.0,2.0,52.32
other,1280.0,2.0,1.0,3.0,100.0
murugeshpalya,1185.0,2.0,1.0,2.0,85.0
binny pete,2465.0,5.0,2.0,3.0,234.0
vasanthapura,1135.0,2.0,1.0,2.0,39.73
btm layout,1776.0,2.0,3.0,3.0,75.0
whitefield,1640.0,4.0,2.0,3.0,91.0
other,1410.0,2.0,2.0,3.0,45.12
begur road,1500.0,2.0,3.0,3.0,70.0
kaval byrasandra,1100.0,2.0,1.0,2.0,46.0
other,1267.0,3.0,2.0,3.0,56.0
sarjapur  road,1700.0,3.0,2.0,3.0,93.5
1st phase jp nagar,840.0,2.0,2.0,1.0,50.0
padmanabhanagar,1250.0,2.0,2.0,3.0,70.0
anandapura,1200.0,2.0,1.0,2.0,58.0
sarjapur,1242.5,2.0,0.0,2.0,43.49
other,1250.0,2.0,2.0,2.0,55.0
green glen layout,1680.0,4.0,3.0,3.0,95.0
other,1240.0,2.0,2.0,3.0,46.0
other,1022.0,2.0,2.0,2.0,57.0
jakkur,1125.0,2.0,2.0,2.0,65.0
chandapura,1025.0,2.0,2.0,2.0,27.68
thanisandra,1265.0,2.0,1.0,2.0,83.0
bommasandra industrial area,1365.0,3.0,1.0,3.0,52.81
other,2700.0,5.0,2.0,5.0,150.0
thanisandra,965.0,2.0,1.0,2.0,67.0
kaval byrasandra,1060.0,2.0,2.0,2.0,45.0
badavala nagar,1842.0,3.0,2.0,3.0,115.0
other,2400.0,3.0,2.0,3.0,170.0
tumkur road,992.0,2.0,1.0,2.0,60.0
kaggalipura,1000.0,2.0,1.0,2.0,60.0
bannerghatta road,1894.0,3.0,1.0,3.0,115.0
electronic city phase ii,1252.0,2.0,3.0,3.0,65.0
electronic city,1060.0,2.0,1.0,2.0,55.0
sarjapur  road,1787.0,3.0,2.0,3.0,98.29
kannamangala,1536.0,3.0,1.0,3.0,107.0
other,1200.0,3.0,2.0,2.0,44.0
hoodi,2400.0,5.0,2.0,5.0,160.0
kanakpura road,2000.0,2.0,0.0,3.0,180.0
other,884.0,1.0,0.0,2.0,58.0
other,1425.0,2.0,2.0,3.0,75.0
electronic city phase ii,1116.0,2.0,2.0,2.0,37.0
lakshminarayana pura,1615.0,3.0,2.0,3.0,150.0
somasundara palya,1329.0,2.0,2.0,2.0,70.0
sarjapur  road,2275.0,4.0,2.0,3.0,187.0
nagavara,1125.0,2.0,2.0,2.0,44.5
other,1200.0,2.0,0.0,2.0,82.0
haralur road,1464.0,2.0,2.0,2.0,56.0
hegde nagar,2112.95,4.0,2.0,3.0,145.0
padmanabhanagar,1150.0,2.0,2.0,2.0,45.0
jp nagar,1245.0,2.0,2.0,2.0,110.0
uttarahalli,1180.0,2.0,1.0,2.0,41.3
other,1140.0,2.0,3.0,2.0,45.0
sarjapur,1285.0,2.0,2.0,3.0,68.0
hennur,1482.0,3.0,1.0,3.0,110.0
yeshwanthpur,668.0,1.0,1.0,1.0,36.85
yelahanka,1304.0,2.0,1.0,2.0,79.0
gunjur,2000.0,3.0,0.0,4.0,95.0
jigani,918.0,2.0,2.0,2.0,55.0
other,1160.0,2.0,2.0,2.0,75.0
other,1050.0,2.0,1.0,2.0,51.0
yeshwanthpur,669.0,1.0,1.0,1.0,36.85
thigalarapalya,3122.0,6.0,2.0,4.0,237.0
kammasandra,1015.0,2.0,2.0,2.0,37.0
other,2400.0,3.0,0.0,4.0,200.0
other,966.0,2.0,2.0,2.0,50.0
other,1166.0,2.0,1.0,2.0,53.0
other,792.0,2.0,1.0,2.0,70.0
other,1464.0,2.0,2.0,2.0,56.0
other,1445.0,3.0,2.0,3.0,64.0
anandapura,900.0,2.0,0.0,2.0,48.0
other,1200.0,2.0,2.0,2.0,35.0
sarjapura - attibele road,1090.0,2.0,1.0,2.0,37.0
margondanahalli,1200.0,2.0,0.0,2.0,67.0
jakkur,1798.0,3.0,1.0,3.0,120.0
sarjapur  road,2070.0,4.0,2.0,3.0,160.0
hebbal,1355.0,3.0,1.0,3.0,83.87
other,3150.0,5.0,2.0,8.0,145.0
other,1250.0,3.0,2.0,3.0,39.5
9th phase jp nagar,1050.0,2.0,2.0,2.0,35.0
other,1700.0,3.0,2.0,4.0,55.0
bhoganhalli,1260.0,2.0,1.0,2.0,69.9
devanahalli,658.0,1.0,1.0,1.0,34.0
kanakapura,1938.0,3.0,3.0,3.0,113.0
electronic city,1128.0,2.0,1.0,2.0,63.0
rachenahalli,1756.0,3.0,2.0,3.0,110.0
thanisandra,1573.0,3.0,2.0,3.0,100.0
kambipura,883.0,2.0,1.0,2.0,29.0
other,1100.0,2.0,3.0,2.0,45.0
whitefield,2280.0,4.0,2.0,3.0,126.0
other,532.0,1.0,1.0,1.0,22.49
bellandur,981.0,2.0,2.0,2.0,37.28
other,950.0,2.0,1.0,2.0,40.0
tc palaya,900.0,2.0,0.0,2.0,55.0
9th phase jp nagar,1080.0,2.0,2.0,2.0,37.0
sarjapur  road,1879.0,3.0,2.0,3.0,155.0
balagere,656.0,1.0,1.0,1.0,43.0
other,1255.0,2.0,3.0,2.0,120.0
haralur road,3700.0,4.0,2.0,4.0,325.0
sarjapur  road,1350.0,2.0,2.0,2.0,102.0
hosur road,460.0,1.0,1.0,1.0,21.0
electronic city phase ii,1900.0,3.0,1.0,4.0,97.0
hosur road,1890.0,3.0,2.0,3.0,162.0
marathahalli,1200.0,2.0,1.0,2.0,53.0
old madras road,1480.0,2.0,2.0,3.0,84.0
electronic city,1073.0,2.0,2.0,2.0,60.0
other,1360.0,2.0,3.0,3.0,45.0
haralur road,1240.0,2.0,1.0,2.0,70.0
nagarbhavi,956.0,2.0,1.0,2.0,49.0
other,1145.0,2.0,1.0,2.0,63.0
hulimavu,1080.0,2.0,2.0,2.0,43.2
budigere,1820.0,3.0,2.0,3.0,95.0
thanisandra,662.0,1.0,0.0,1.0,38.0
sarjapur  road,539.0,1.0,1.0,1.0,45.0
ramamurthy nagar,1200.0,2.0,1.0,2.0,68.0
other,1900.0,3.0,0.0,3.0,65.0
bannerghatta road,1215.0,2.0,1.0,2.0,68.0
marathahalli,1125.0,2.0,2.0,2.0,56.8
whitefield,1600.0,3.0,2.0,3.0,95.0
kannamangala,1536.0,3.0,1.0,3.0,89.0
babusapalaya,1305.0,2.0,1.0,2.0,70.0
anjanapura,950.0,2.0,0.0,2.0,32.0
electronics city phase 1,1475.0,3.0,2.0,3.0,78.29
other,1200.0,2.0,1.0,2.0,67.0
raja rajeshwari nagar,1160.0,2.0,1.0,2.0,70.0
bommasandra,1015.0,2.0,1.0,2.0,40.0
whitefield,1132.0,2.0,1.0,2.0,79.28
kambipura,883.0,2.0,1.0,2.0,37.0
other,1540.0,3.0,2.0,3.0,85.0
other,1067.0,2.0,1.0,2.0,38.0
other,1210.0,2.0,2.0,2.0,72.0
hennur road,1445.0,2.0,1.0,3.0,89.56
raja rajeshwari nagar,1050.0,2.0,2.0,2.0,37.0
raja rajeshwari nagar,1196.0,2.0,2.0,2.0,51.15
other,1515.0,3.0,3.0,3.0,93.93
other,2500.0,4.0,1.0,3.0,260.0
uttarahalli,1345.0,2.0,1.0,3.0,57.0
sarjapur  road,1691.0,3.0,2.0,3.0,119.0
kanakapura,2130.0,4.0,0.0,4.0,120.0
jakkur,5230.0,6.0,1.0,4.0,465.0
other,1570.0,3.0,2.0,3.0,78.0
gottigere,1304.0,3.0,3.0,3.0,80.0
garudachar palya,1295.0,2.0,2.0,3.0,59.5
frazer town,1420.0,2.0,0.0,2.0,120.0
other,2100.0,3.0,0.0,3.0,70.0
other,825.0,2.0,1.0,1.0,40.0
jigani,1200.0,3.0,2.0,3.0,65.0
doddathoguru,984.0,2.0,1.0,2.0,51.0
whitefield,1195.0,2.0,1.0,2.0,70.0
epip zone,1499.0,5.0,2.0,3.0,102.0
bhoganhalli,970.0,2.0,1.0,2.0,52.5
other,1170.0,2.0,2.0,2.0,86.0
begur road,2400.0,4.0,2.0,4.0,152.0
electronic city,630.0,1.0,1.0,1.0,47.0
other,2600.0,3.0,2.0,3.0,140.0
kundalahalli,1315.0,2.0,3.0,2.0,74.0
vidyaranyapura,1100.0,2.0,1.0,3.0,75.0
other,1200.0,3.0,1.0,3.0,90.0
other,1485.0,2.0,1.0,3.0,156.0
other,1075.0,2.0,2.0,2.0,48.0
7th phase jp nagar,1050.0,2.0,1.0,2.0,71.0
vidyaranyapura,1200.0,2.0,2.0,2.0,60.5
hosa road,1063.0,2.0,1.0,2.0,32.0
hormavu,980.0,2.0,2.0,2.0,42.0
other,1155.0,2.0,1.0,2.0,65.0
kathriguppe,1300.0,3.0,2.0,3.0,77.99
other,1518.0,3.0,2.0,3.0,76.0
other,1100.0,3.0,1.0,3.0,110.0
nri layout,2700.0,5.0,1.0,4.0,95.75
electronic city,1342.0,2.0,1.0,2.0,72.0
other,1170.0,2.0,2.0,2.0,86.0
other,2159.0,3.0,2.0,3.0,120.0
lingadheeranahalli,1682.0,3.0,1.0,3.0,113.0
other,2700.0,3.0,2.0,4.0,68.0
whitefield,524.0,1.0,1.0,1.0,29.0
thanisandra,1595.0,3.0,1.0,3.0,105.0
hennur road,1250.0,2.0,1.0,3.0,77.88
other,1942.0,3.0,2.0,3.0,102.0
marathahalli,1449.0,3.0,2.0,3.0,110.0
uttarahalli,1310.0,2.0,1.0,3.0,85.0
whitefield,4800.0,5.0,2.0,4.0,550.0
raja rajeshwari nagar,1151.0,2.0,1.0,2.0,49.0
kothanur,1285.0,2.0,1.0,2.0,60.0
choodasandra,2429.0,3.0,1.0,4.0,210.0
whitefield,5000.0,4.0,3.0,4.0,400.0
kaggadasapura,1560.0,2.0,3.0,3.0,72.0
other,946.0,2.0,2.0,2.0,45.0
electronics city phase 1,762.5,1.0,0.0,1.0,45.4
old madras road,3715.0,6.0,0.0,4.0,224.5
other,1080.0,2.0,2.0,2.0,39.0
gottigere,1500.0,3.0,2.0,3.0,70.0
yelahanka,654.0,1.0,1.0,1.0,36.25
other,830.0,2.0,2.0,2.0,40.0
hebbal,919.0,2.0,1.0,2.0,49.0
bannerghatta road,1240.0,2.0,1.0,2.0,71.0
other,1125.0,2.0,2.0,2.0,40.0
7th phase jp nagar,1000.0,1.0,1.0,1.0,60.0
hoodi,1639.0,3.0,1.0,3.0,98.32
other,955.0,2.0,3.0,2.0,53.55
other,2000.0,3.0,2.0,3.0,200.0
raja rajeshwari nagar,1120.0,2.0,2.0,2.0,37.95
haralur road,1194.0,2.0,2.0,2.0,47.0
binny pete,2940.0,6.0,2.0,4.0,280.0
ambedkar nagar,1852.0,3.0,2.0,3.0,130.0
lakshminarayana pura,1149.0,2.0,1.0,2.0,75.0
sarjapur  road,1691.0,3.0,2.0,3.0,100.0
other,1480.0,3.0,2.0,3.0,90.0
anandapura,875.0,2.0,1.0,2.0,57.0
whitefield,1897.0,3.0,2.0,3.0,130.0
btm layout,1470.0,2.0,2.0,3.0,99.0
electronic city,635.0,1.0,1.0,1.0,28.0
thigalarapalya,3122.0,6.0,2.0,4.0,235.0
hsr layout,1300.0,2.0,2.0,2.0,98.0
kalyan nagar,1640.0,3.0,3.0,3.0,88.0
7th phase jp nagar,1680.0,3.0,3.0,3.0,125.0
harlur,1755.0,3.0,2.0,3.0,115.0
devanahalli,1550.0,3.0,1.0,3.0,85.0
magadi road,1000.0,2.0,0.0,2.0,46.5
channasandra,1010.0,2.0,1.0,2.0,32.0
uttarahalli,1390.0,2.0,2.0,3.0,61.16
other,1141.0,2.0,2.0,2.0,49.0
hsr layout,1140.0,2.0,2.0,2.0,46.0
kothanur,1145.0,2.0,2.0,2.0,56.0
chandapura,645.0,1.0,1.0,1.0,16.45
thanisandra,1595.0,3.0,2.0,3.0,96.0
bannerghatta,1320.0,2.0,0.0,2.0,50.0
magadi road,1005.0,2.0,1.0,2.0,55.78
banaswadi,1145.0,2.0,2.0,2.0,55.0
other,2679.0,5.0,2.0,4.0,280.0
kambipura,883.0,2.0,1.0,2.0,49.0
other,1353.0,2.0,2.0,3.0,110.0
thigalarapalya,2215.0,4.0,2.0,3.0,160.0
other,1520.0,3.0,1.0,3.0,165.0
begur,1200.0,2.0,1.0,2.0,33.0
other,1133.0,2.0,2.0,2.0,55.0
jp nagar,1352.5,2.0,0.0,2.0,93.865
hebbal,1920.0,3.0,2.0,3.0,150.0
electronics city phase 1,585.0,1.0,1.0,1.0,21.0
other,1200.0,2.0,2.0,2.0,46.17
other,1500.0,2.0,3.0,3.0,78.0
other,950.0,2.0,2.0,2.0,45.0
binny pete,1350.0,2.0,1.0,2.0,91.0
thanisandra,1093.0,2.0,2.0,2.0,70.0
nagavarapalya,1392.0,2.0,1.0,2.0,130.0
harlur,1749.0,3.0,2.0,3.0,120.0
electronics city phase 1,1245.0,2.0,1.0,2.0,75.0
7th phase jp nagar,1100.0,3.0,1.0,2.0,60.0
other,1804.0,3.0,2.0,3.0,150.0
kothanur,2700.0,4.0,2.0,4.0,175.0
other,1110.0,2.0,2.0,2.0,51.0
other,1431.0,3.0,2.0,3.0,65.0
other,1050.0,2.0,2.0,1.0,41.0
hoodi,1111.0,2.0,1.0,2.0,49.43
marathahalli,1019.0,2.0,2.0,2.0,49.86
other,1936.0,2.0,2.0,3.0,54.21
kanakpura road,2265.0,3.0,2.0,3.0,136.0
other,1070.0,2.0,2.0,2.0,32.99
marathahalli,1365.0,2.0,2.0,2.0,73.0
sarjapur  road,1044.0,2.0,2.0,2.0,55.0
haralur road,1300.0,2.0,2.0,2.0,73.0
haralur road,1088.0,2.0,1.0,2.0,68.0
doddathoguru,907.0,2.0,1.0,2.0,40.0
other,1250.0,3.0,3.0,3.0,40.0
other,1020.0,2.0,1.0,2.0,37.0
other,2070.0,3.0,3.0,3.0,135.0
sarjapura - attibele road,3750.0,6.0,2.0,5.0,295.0
ngr layout,1019.0,2.0,1.0,2.0,45.9
subramanyapura,975.0,2.0,1.0,2.0,65.0
bommasandra industrial area,1065.0,2.0,1.0,2.0,30.75
other,1100.0,2.0,2.0,2.0,46.0
kalena agrahara,1120.0,2.0,2.0,2.0,40.0
munnekollal,1222.0,3.0,2.0,3.0,95.0
electronic city,700.0,1.0,1.0,1.0,35.0
other,1293.0,2.0,2.0,2.0,80.0
other,1263.0,2.0,1.0,2.0,51.5
sarjapur  road,1525.0,2.0,2.0,3.0,87.0
btm 2nd stage,1265.0,2.0,2.0,2.0,55.0
other,1160.0,2.0,2.0,2.0,44.08
whitefield,1755.0,3.0,3.0,3.0,101.0
other,3200.0,3.0,3.0,4.0,190.0
koramangala,1320.0,2.0,1.0,2.0,150.0
other,1464.0,2.0,2.0,2.0,56.0
yelahanka,628.0,1.0,1.0,1.0,24.0
other,500.0,1.0,0.0,1.0,24.0
other,1432.0,3.0,2.0,3.0,79.0
thanisandra,1930.0,4.0,2.0,3.0,122.0
mysore road,1560.0,3.0,1.0,3.0,115.0
other,1050.0,1.0,1.0,1.0,70.0
other,1225.0,2.0,1.0,2.0,47.0
other,1012.0,2.0,1.0,2.0,62.0
hennur road,1066.0,2.0,1.0,2.0,52.23
kanakpura road,700.0,2.0,1.0,2.0,40.0
yelahanka,1115.0,2.0,2.0,2.0,60.0
thanisandra,1800.0,3.0,3.0,3.0,90.0
marathahalli,1102.0,2.0,2.0,2.0,53.67
other,1308.0,2.0,1.0,2.0,89.04
other,1107.0,2.0,2.0,2.0,33.0
hebbal kempapura,3408.0,3.0,3.0,3.0,260.0
other,850.0,2.0,2.0,2.0,55.0
haralur road,1243.0,2.0,2.0,2.0,46.0
hennur road,1561.0,3.0,2.0,3.0,95.0
other,520.0,2.0,0.0,1.0,29.0
hosakerehalli,3033.0,4.0,1.0,4.0,326.0
singasandra,1010.0,2.0,1.0,2.0,29.5
horamavu agara,1090.0,2.0,1.0,2.0,46.0
other,3150.0,4.0,3.0,4.0,180.0
sarjapur  road,1129.0,2.0,1.0,2.0,69.0
other,1150.0,2.0,1.0,2.0,60.0
chandapura,645.0,1.0,1.0,1.0,16.45
anandapura,1151.0,2.0,1.0,2.0,42.9
bharathi nagar,1351.0,2.0,2.0,2.0,74.0
7th phase jp nagar,1850.0,3.0,2.0,3.0,140.0
other,1230.0,2.0,2.0,2.0,70.0
thigalarapalya,3362.0,5.0,2.0,4.0,249.0
kaggadasapura,2150.0,4.0,1.0,4.0,100.0
kengeri,600.0,1.0,1.0,1.0,35.0
kaikondrahalli,1342.0,3.0,3.0,3.0,92.0
uttarahalli,1650.0,2.0,1.0,3.0,130.0
sarjapur  road,1311.0,2.0,1.0,2.0,78.0
other,950.0,2.0,1.0,2.0,60.0
green glen layout,1751.0,2.0,1.0,3.0,115.0
sarjapur  road,1691.0,3.0,2.0,3.0,113.0
vittasandra,1259.0,2.0,1.0,2.0,67.4
iblur village,3596.0,5.0,1.0,4.0,290.0
other,1500.0,2.0,1.0,3.0,120.0
raja rajeshwari nagar,1141.0,2.0,2.0,2.0,38.55
pai layout,780.0,2.0,1.0,2.0,72.0
haralur road,1300.0,2.0,2.0,2.0,75.0
sarjapur  road,1346.0,2.0,1.0,2.0,74.03
seegehalli,4000.0,3.0,1.0,3.0,235.0
other,1798.0,3.0,2.0,3.0,89.0
other,1500.0,2.0,1.0,3.0,90.0
other,1798.0,3.0,3.0,3.0,73.0
banashankari,1077.0,2.0,2.0,2.0,37.64
marathahalli,1170.0,2.0,2.0,2.0,85.0
haralur road,1520.0,2.0,2.0,3.0,125.0
budigere,1153.0,2.0,2.0,2.0,58.0
yelahanka,1327.0,2.0,3.0,2.0,85.0
haralur road,1976.0,3.0,2.0,3.0,92.0
banashankari stage v,920.0,2.0,1.0,2.0,41.5
other,600.0,2.0,1.0,1.0,35.0
akshaya nagar,1092.0,2.0,1.0,2.0,60.0
other,1595.0,3.0,2.0,3.0,76.0
bommanahalli,1850.0,3.0,2.0,3.0,90.0
uttarahalli,1123.0,2.0,1.0,2.0,48.0
begur road,1100.0,2.0,2.0,2.0,42.6
other,1650.0,3.0,3.0,3.0,175.0
sarjapur  road,2238.0,3.0,1.0,3.0,140.0
lingadheeranahalli,1684.0,3.0,1.0,3.0,120.0
kanakpura road,525.0,1.0,1.0,1.0,30.0
yelahanka,1360.0,2.0,1.0,2.0,78.19
